sample_id,sp_code,genus,species,date_sampled,time_sampled,region,site,colony_depth_m,colony_depth_ft,water_temp_c,lat,lon,gps,waypoint,collected_by,photo,colony_tag,colony_diameter_cm,colony_note1,colony_note2,sample_note1,sample_note2,tube_label,sample_location
EL0229,MLAM,Mycetophyllia,lamarckiana,10/13/19,NA,EL,Hole in the Wall,14.3256,47,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0230,MJAC,Meandrina,jacksoni,10/13/19,NA,EL,Hole in the Wall,14.6304,48,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0231,AAGA,Agaricia,agaricites,10/13/19,NA,EL,Hole in the Wall,13.716,45,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0232,PFUR,Porites,furcata,10/13/19,NA,EL,Hole in the Wall,13.716,45,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0233,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Hole in the Wall,13.4112,44,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0234,OFRA,Orbicella,franksi,10/13/19,NA,EL,Hole in the Wall,13.4112,44,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0235,SSID,Siderastrea,siderea,10/13/19,NA,EL,Hole in the Wall,13.716,45,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0236,SBOU,Solenastrea,bournoni,10/13/19,NA,EL,Hole in the Wall,13.716,45,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0237,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Hole in the Wall,13.4112,44,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0238,DSTO,Dichocoenia,stokesi,10/13/19,NA,EL,Hole in the Wall,13.4112,44,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0239,SCUB,Scolymia,cubensis,10/13/19,NA,EL,Hole in the Wall,13.4112,44,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0240,CNAT,Colpophyllia,natans,10/13/19,NA,EL,Hole in the Wall,13.716,45,NA,24.80850029,-76.34726715,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0241,ACER,Acropora,cervicornis,10/13/19,NA,EL,Bamboo,5.4864,18,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0242,MMEA,Meandrina,meandrites,10/13/19,NA,EL,Bamboo,5.1816,17,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0243,AAGA,Agaricia,agaricites,10/13/19,NA,EL,Bamboo,5.1816,17,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0244,MLAM,Mycetophyllia,lamarckiana,10/13/19,NA,EL,Bamboo,4.8768,16,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0245,PPOR,Porites,porites,10/13/19,NA,EL,Bamboo,4.8768,16,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0246,CNAT,Colpophyllia,natans,10/13/19,NA,EL,Bamboo,5.1816,17,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0247,PSTR,Pseudodiploria,strigosa,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0248,PPOR,Porites,porites,10/13/19,NA,EL,Bamboo,5.1816,17,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0249,AAGA,Agaricia,agaricites,10/13/19,NA,EL,Bamboo,3.6576,12,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0250,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Bamboo,3.9624,13,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,Tagged #009,NA,NA,NA,NA,Nassau
EL0251,OANN,Orbicella,annularis,10/13/19,NA,EL,Bamboo,5.7912,19,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0252,PAST,Porites,astreoides,10/13/19,NA,EL,Bamboo,7.0104,23,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0253,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Bamboo,6.7056,22,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0254,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Bamboo,4.2672,14,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,Tagged #86,NA,NA,NA,NA,Nassau
EL0254,OFAV,Orbicella,faveolata,10/13/19,NA,EL,HARBOUR ROCK,10.3632,34,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0255,PCLI,Pseudodiploria,clivosa,10/13/19,NA,EL,Bamboo,6.096,20,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0255,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,HARBOUR ROCK,NA,NA,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0256,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,Tagged #61,NA,NA,NA,NA,Nassau
EL0257,DCYL,Dendogyra,cylindrus,10/13/19,NA,EL,Bamboo,4.8768,16,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0258,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Bamboo,5.4864,18,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0259,PPOR,Porites,porites,10/13/19,NA,EL,Bamboo,6.096,20,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0260,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Bamboo,6.7056,22,NA,24.8033886,-76.33908081,NA,NA,OW,Williamson,NA,NA,Tagged #78,NA,NA,NA,NA,Nassau
EL0261,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,3.3528,11,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0262,PSTR,Pseudodiploria,strigosa,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0263,PPOR,Porites,porites,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0264,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0265,OANN,Orbicella,annularis,10/13/19,NA,EL,Something to sea,3.6576,12,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0266,MMEA,Meandrina,meandrites,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0267,PAST,Porites,astreoides,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0268,SSID,Siderastrea,siderea,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0269,OANN,Orbicella,annularis,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,OFRA?,NA,NA,NA,NA,Nassau
EL0270,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0271,MYCE,Mycetophyllia,sp,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0272,DSTO,Dichocoenia,stokesi,10/13/19,NA,EL,Something to sea,4.572,15,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0273,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Something to sea,4.572,15,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0274,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0275,PAST,Porites,astreoides,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0276,PPOR,Porites,porites,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0277,SSID,Siderastrea,siderea,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0278,OANN,Orbicella,annularis,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0279,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,4.8768,16,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0280,PAST,Porites,astreoides,10/13/19,NA,EL,Something to sea,4.572,15,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0281,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0282,PSTR,Pseudodiploria,strigosa,10/13/19,NA,EL,Something to sea,4.8768,16,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,SAMPLE LOST,NA,NA,NA,NA,Nassau
EL0282,OFAV,Orbicella,faveolata,10/14/19,NA,EL,HARBOR ROCKS,6.4008,21,NA,24.79884911,-76.33657837,3,NA,KJS/RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0283,OANN,Orbicella,annularis,10/13/19,NA,EL,Something to sea,3.048,10,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0283,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Something to sea,4.8768,16,NA,24.81819916,-76.34777832,NA,NA,RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0284,PAST,Porites,astreoides,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0285,SINT,Stephanocoenia,intersepta,10/13/19,NA,EL,Something to sea,5.1816,17,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0286,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Something to sea,5.1816,17,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0287,EFAS,Eusmilia,fastigiata,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0288,PPOR,Porites,porites,10/13/19,NA,EL,Something to sea,5.1816,17,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0289,OFRA,Orbicella,franksi,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0290,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,3.9624,13,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0291,PSTR,Pseudodiploria,strigosa,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0292,SSID,Siderastrea,siderea,10/13/19,NA,EL,Something to sea,4.572,15,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0293,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Something to sea,4.572,15,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0294,OANN,Orbicella,annularis,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0295,PAST,Porites,astreoides,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0296,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,4.8768,16,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0297,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Something to sea,4.8768,16,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0298,SINT,Stephanocoenia,intersepta,10/13/19,NA,EL,Something to sea,4.8768,16,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0299,MMIR,Madracis,mirabilis,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0300,MMEA,Meandrina,meandrites,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0301,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Something to sea,4.2672,14,NA,24.81819916,-76.34777832,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0303,PCOL,Porites,colonensis,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0304,ATEN,Agaricia,tenuifolia,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0305,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0306,SSID,Siderastrea,siderea,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0307,PSTR,Pseudodiploria,strigosa,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0308,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Bamboo,3.048,10,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0309,PPOR,Porites,porites,10/13/19,NA,EL,Bamboo,4.572,15,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0310,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Bamboo,4.2672,14,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0311,PSTR,Pseudodiploria,strigosa,10/13/19,NA,EL,Bamboo,3.048,10,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0312,PPOR,Porites,porites,10/13/19,NA,EL,Bamboo,3.6576,12,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0313,SSID,Siderastrea,siderea,10/13/19,NA,EL,Bamboo,3.048,10,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0314,PAST,Porites,astreoides,10/13/19,NA,EL,Bamboo,3.9624,13,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0315,OFAV,Orbicella,faveolata,10/13/19,NA,EL,Bamboo,3.048,10,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,CHECK PHOTO,NA,NA,NA,NA,Nassau
EL0316,OANN,Orbicella,annularis,10/13/19,NA,EL,Bamboo,3.048,10,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0317,OANN,Orbicella,annularis,10/13/19,NA,EL,Bamboo,3.3528,11,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0318,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,Bamboo,3.3528,11,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0319,MMIR,Madracis,mirabilis,10/13/19,NA,EL,Bamboo,4.2672,14,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0320,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,Bamboo,5.4864,18,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0322,ATEN,Agaricia,tenuifolia,10/13/19,NA,EL,Bamboo,5.1816,17,NA,24.8033886,-76.33908081,NA,NA,RK,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0323,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,CUT AND RUN,15.24,50,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0324,PPOR,Porites,porites,10/13/19,NA,EL,CUT AND RUN,15.5448,51,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0325,SINT,Stephanocoenia,intersepta,10/13/19,NA,EL,CUT AND RUN,17.0688,56,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0326,OFRA,Orbicella,franksi,10/13/19,NA,EL,CUT AND RUN,16.4592,54,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0327,MMEA,Meandrina,meandrites,10/13/19,NA,EL,CUT AND RUN,18.288,60,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0328,SSID,Siderastrea,siderea,10/13/19,NA,EL,CUT AND RUN,17.9832,59,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,SRAD?,NA,NA,NA,NA,Nassau
EL0329,DSTO,Dichocoenia,stokesi,10/13/19,NA,EL,CUT AND RUN,17.6784,58,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0330,DSTO,Dichocoenia,stokesi,10/13/19,NA,EL,CUT AND RUN,17.6784,58,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0331,PPOR,Porites,porites,10/13/19,NA,EL,CUT AND RUN,15.8496,52,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0332,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,CUT AND RUN,16.4592,54,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0333,ATEN,Agaricia,tenuifolia,10/13/19,NA,EL,CUT AND RUN,16.764,55,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0334,MMEA,Meandrina,meandrites,10/14/19,NA,EL,CUT & RUN,16.1544,53,NA,24.81727982,-76.35418701,3,NA,KJS/RK,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0335,PAST,Porites,astreoides,10/14/19,NA,EL,CUT & RUN,19.5072,64,NA,24.81727982,-76.35418701,3,NA,KJS/RK,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0336,PAST,Porites,astreoides,10/13/19,NA,EL,CUT AND RUN,15.24,50,NA,24.81727982,-76.35418701,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0337,SSID,Siderastrea,siderea,10/14/19,NA,EL,CUT & RUN,17.9832,59,NA,24.81727982,-76.35418701,3,NA,KJS/RK,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0338,AAGA,Agaricia,agaricites,10/14/19,NA,EL,CUT & RUN,16.4592,54,NA,24.81727982,-76.35418701,3,NA,KJS/RK,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0339,PDIV,Porites,divaricata,10/14/19,NA,EL,CUT & RUN,17.6784,58,NA,24.81727982,-76.35418701,3,NA,KJS/RK,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0341,DLAB,Diploria,labyrinthiformis,10/14/19,NA,EL,CUT & RUN,17.6784,58,NA,24.81727982,-76.35418701,3,NA,KJS/RK,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0342,SSID,Siderastrea,siderea,10/14/19,NA,EL,HARBOR ROCKS,5.1816,17,NA,24.79884911,-76.33657837,3,NA,KJS/RK,NO PHOTO,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0343,DLAB,Diploria,labyrinthiformis,10/13/19,NA,EL,HARBOUR ROCK,5.1816,17,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0344,OFAV,Orbicella,faveolata,10/13/19,NA,EL,HARBOUR ROCK,5.1816,17,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0345,MYCE,Mycetophyllia,sp,10/13/19,NA,EL,HARBOUR ROCK,6.096,20,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0346,AAGA,Agaricia,agaricites,10/13/19,NA,EL,HARBOUR ROCK,6.096,20,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0347,EFAS,Eusmilia,fastigiata,10/13/19,NA,EL,HARBOUR ROCK,7.62,25,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0348,DCYL,Dendogyra,cylindrus,10/13/19,NA,EL,HARBOUR ROCK,6.4008,21,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0349,SBOU,Solenastrea,bournoni,10/13/19,NA,EL,HARBOUR ROCK,7.3152,24,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0350,MYCE,Mycetophyllia,sp,10/13/19,NA,EL,HARBOUR ROCK,7.62,25,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0351,MMEA,Meandrina,meandrites,10/13/19,NA,EL,HARBOUR ROCK,8.8392,29,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0352,ATEN,Agaricia,tenuifolia,10/13/19,NA,EL,HARBOUR ROCK,9.7536,32,NA,24.79884911,-76.33657837,NA,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0353,SSID,Siderastrea,siderea,10/13/19,NA,EL,HARBOUR POINT,10.0584,33,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,GET POINT FROM ANDY,NA,NA,NA,NA,Nassau
EL0354,OFRA,Orbicella,franksi,10/13/19,NA,EL,HARBOUR POINT,7.9248,26,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0355,MYCE,Mycetophyllia,sp,10/13/19,NA,EL,HARBOUR POINT,6.4008,21,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0356,MMEA,Meandrina,meandrites,10/13/19,NA,EL,HARBOUR POINT,7.62,25,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0357,AAGA,Agaricia,agaricites,10/13/19,NA,EL,HARBOUR POINT,7.62,25,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,?,NA,NA,NA,NA,Nassau
EL0358,MCAV,Montastraea,cavernosa,10/13/19,NA,EL,HARBOUR POINT,6.096,20,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
EL0359,SSID,Siderastrea,siderea,10/13/19,NA,EL,HARBOUR POINT,4.2672,14,NA,24.79884911,-76.33657837,3,NA,KJS/JP,NA,NA,NA,NA,NA,NA,NA,NA,Nassau
