sample_id,sp_code,genus,species,date_sampled,time_sampled,region,site,colony_depth_m,colony_depth_ft,water_temp_c,lat,lon,gps,waypoint,collected_by,photo,colony_tag,colony_diameter_cm,colony_note1,colony_note2,sample_note1,sample_note2,tube_label,sample_location
BI0057,MCAV,Montastraea,cavernosa,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/Brendan,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0058,PDIV,Porites,divaricata,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/Brendan,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0059,MYCE,Mycetophyllia,sp,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/Brendan,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0060,PPOR,Porites,porites,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/Brendan,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0061,DLAB,Diploria,labyrinthiformis,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0062,SSID,Siderastrea,siderea,10/5/19,NA,BI,Bimini Nursery,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0063,PSTR,Pseudodiploria,strigosa,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0064,SSID,Siderastrea,siderea,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0065,DLAB,Diploria,labyrinthiformis,10/5/19,NA,BI,Bimini Nursery,10.9728,36,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0066,PAST,Porites,astreoides,10/5/19,NA,BI,Bimini Nursery,11.2776,37,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0067,SSID,Siderastrea,siderea,10/5/19,NA,BI,Bimini Nursery,10.9728,36,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0068,MCAV,Montastraea,cavernosa,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0069,PCLI,Pseudodiploria,clivosa,10/5/19,NA,BI,Bimini Nursery,11.8872,39,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0070,MCAV,Montastraea,cavernosa,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0071,PPOR,Porites,porites,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0072,AAGA,Agaricia,agaricites,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0073,MYCE,Mycetophyllia,sp,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0074,MCAV,Montastraea,cavernosa,10/5/19,NA,BI,Bimini Nursery,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0075,PSTR,Pseudodiploria,strigosa,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0076,OFRA,Orbicella,franksi,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0077,SSID,Siderastrea,siderea,10/5/19,NA,BI,Bimini Nursery,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0078,MCAV,Montastraea,cavernosa,10/5/19,NA,BI,Bimini Nursery,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0079,OFAV,Orbicella,faveolata,10/5/19,NA,BI,Bimini Nursery,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0080,SSID,Siderastrea,siderea,10/5/19,NA,BI,Bimini Nursery,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0081,PPOR,Porites,porites,10/5/19,NA,BI,Bimini Nursery,12.192,40,NA,25.74283981,-79.30198669,NA,NA,RK/SK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0082,AGAR,Agaricia,sp,10/17/19,NA,BI,Bullard's Barge,13.1064,43,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0083,OFRA,Orbicella,franksi,10/17/19,NA,BI,Bullard's Barge,13.1064,43,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0084,EFAS,Eusmilia,fastigiata,10/17/19,NA,BI,Bullard's Barge,13.1064,43,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0085,MDEC,Madracis,decactis,10/17/19,NA,BI,Bullard's Barge,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0086,MMEA,Meandrina,meandrites,10/17/19,NA,BI,Bullard's Barge,13.4112,44,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0087,EFAS,Eusmilia,fastigiata,10/17/19,NA,BI,Bullard's Barge,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0088,SRAD,Siderastrea,radians,10/17/19,NA,BI,Bullard's Barge,13.1064,43,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0089,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,Bullard's Barge,9.7536,32,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0090,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,Bullard's Barge,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0091,MMEA,Meandrina,meandrites,10/17/19,NA,BI,Bullard's Barge,12.192,40,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0092,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,Bullard's Barge,11.8872,39,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0093,PAST,Porites,astreoides,10/17/19,NA,BI,Bullard's Barge,11.8872,39,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0094,MMEA,Meandrina,meandrites,10/17/19,NA,BI,Bullard's Barge,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0095,OFRA,Orbicella,franksi,10/17/19,NA,BI,Bullard's Barge,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0096,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,Bullard's Barge,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0097,IRIG,Isophyllia,rigida,10/17/19,NA,BI,Bullard's Barge,12.4968,41,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0098,SSID,Siderastrea,siderea,10/17/19,NA,BI,Bullard's Barge,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0099,SINT,Stephanocoenia,intersepta,10/17/19,NA,BI,Bullard's Barge,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0100,MMEA,Meandrina,meandrites,10/17/19,NA,BI,Bullard's Barge,13.1064,43,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0101,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,Bullard's Barge,13.4112,44,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0102,PAST,Porites,astreoides,10/17/19,NA,BI,Bullard's Barge,12.8016,42,NA,25.74283981,-79.30198669,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0103,DCYL,Dendogyra,cylindrus,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0104,SSID,Siderastrea,siderea,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0105,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0106,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,MOXIN ROCKS,4.2672,14,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0107,OFAV,Orbicella,faveolata,10/17/19,NA,BI,MOXIN ROCKS,3.048,10,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0108,PAST,Porites,astreoides,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0109,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,MOXIN ROCKS,2.4384,8,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0110,PCLI,Pseudodiploria,clivosa,10/17/19,NA,BI,MOXIN ROCKS,3.048,10,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0111,OFRA,Orbicella,franksi,10/17/19,NA,BI,MOXIN ROCKS,2.4384,8,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0112,PPOR,Porites,porites,10/17/19,NA,BI,MOXIN ROCKS,2.7432,9,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0113,MMEA,Meandrina,meandrites,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0114,DLAB,Diploria,labyrinthiformis,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0115,PAST,Porites,astreoides,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0116,SSID,Siderastrea,siderea,10/17/19,NA,BI,MOXIN ROCKS,4.2672,14,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0117,OFAV,Orbicella,faveolata,10/17/19,NA,BI,MOXIN ROCKS,5.4864,18,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0118,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,MOXIN ROCKS,5.1816,17,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0119,DLAB,Diploria,labyrinthiformis,10/17/19,NA,BI,MOXIN ROCKS,5.4864,18,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0120,MMEA,Meandrina,meandrites,10/17/19,NA,BI,MOXIN ROCKS,5.4864,18,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0121,PCLI,Pseudodiploria,clivosa,10/17/19,NA,BI,MOXIN ROCKS,5.7912,19,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0122,OFRA,Orbicella,franksi,10/17/19,NA,BI,MOXIN ROCKS,5.1816,17,NA,25.54516983,-79.28691101,NA,NA,RK,CUNNING,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0123,PCOL,Porites,colonensis,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0124,EFAS,Eusmilia,fastigiata,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0125,MMEA,Meandrina,meandrites,10/17/19,NA,BI,THE STRIP,12.8016,42,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,PALE,NA,NA,NA,Nassau
BI0126,DSTO,Dichocoenia,stokesi,10/17/19,NA,BI,THE STRIP,12.8016,42,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0127,OFRA,Orbicella,franksi,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0128,SSID,Siderastrea,siderea,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0129,PAST,Porites,astreoides,10/17/19,NA,BI,THE STRIP,12.8016,42,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0130,DLAB,Diploria,labyrinthiformis,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0131,PPOR,Porites,porites,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0132,SSID,Siderastrea,siderea,10/17/19,NA,BI,THE STRIP,12.8016,42,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0133,PAST,Porites,astreoides,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0134,MMEA,Meandrina,meandrites,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0135,SRAD,Siderastrea,radians,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0136,SINT,Stephanocoenia,intersepta,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0137,AGAR,Agaricia,sp,10/17/19,NA,BI,THE STRIP,12.8016,42,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0138,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,THE STRIP,11.8872,39,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0139,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0140,OFRA,Orbicella,franksi,10/17/19,NA,BI,THE STRIP,11.5824,38,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0141,PAST,Porites,astreoides,10/17/19,NA,BI,THE STRIP,11.2776,37,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0142,DLAB,Diploria,labyrinthiformis,10/17/19,NA,BI,THE STRIP,11.5824,38,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0143,PAST,Porites,astreoides,10/17/19,NA,BI,THE STRIP,11.8872,39,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0144,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0145,SSID,Siderastrea,siderea,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0146,SRAD,Siderastrea,radians,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0147,AGAR,Agaricia,sp,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0148,SINT,Stephanocoenia,intersepta,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0149,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,THE STRIP,11.8872,39,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0150,EFAS,Eusmilia,fastigiata,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0151,DSTO,Dichocoenia,stokesi,10/17/19,NA,BI,THE STRIP,12.8016,42,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0152,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,THE STRIP,13.1064,43,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0153,SSID,Siderastrea,siderea,10/17/19,NA,BI,THE STRIP,12.4968,41,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0154,PPOR,Porites,porites,10/17/19,NA,BI,THE STRIP,13.1064,43,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0155,AGAR,Agaricia,sp,10/17/19,NA,BI,THE STRIP,13.1064,43,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0156,PAST,Porites,astreoides,10/17/19,NA,BI,THE STRIP,13.1064,43,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0157,SSID,Siderastrea,siderea,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,BLUE,NA,NA,NA,NA,Nassau
BI0158,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,THE STRIP,12.192,40,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0159,MMEA,Meandrina,meandrites,10/17/19,NA,BI,THE STRIP,11.8872,39,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0160,OFAV,Orbicella,faveolata,10/17/19,NA,BI,THE STRIP,11.5824,38,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,BLEACHED,NA,NA,NA,NA,Nassau
BI0161,OFAV,Orbicella,faveolata,10/17/19,NA,BI,THE STRIP,11.5824,38,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,BLEACHED,NA,NA,NA,NA,Nassau
BI0162,OFAV,Orbicella,faveolata,10/17/19,NA,BI,THE STRIP,11.8872,39,NA,25.73707962,-79.30203247,NA,NA,KJS/BW,Baker,NA,NA,BLEACHED,NA,NA,NA,NA,Nassau
BI0163,SSID,Siderastrea,siderea,10/17/19,NA,BI,MOXIN ROCKS,4.8768,16,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0164,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0165,DLAB,Diploria,labyrinthiformis,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0166,PAST,Porites,astreoides,10/17/19,NA,BI,MOXIN ROCKS,3.048,10,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0167,PAST,Porites,astreoides,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0168,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,MOXIN ROCKS,3.048,10,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0169,SSID,Siderastrea,siderea,10/17/19,NA,BI,MOXIN ROCKS,4.2672,14,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0170,SRAD,Siderastrea,radians,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0171,PAST,Porites,astreoides,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0172,FFRA,Favia,fragum,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0173,PCLI,Pseudodiploria,clivosa,10/17/19,NA,BI,MOXIN ROCKS,4.2672,14,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0174,OFAV,Orbicella,faveolata,10/17/19,NA,BI,MOXIN ROCKS,2.7432,9,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0175,MCAV,Montastraea,cavernosa,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0176,SSID,Siderastrea,siderea,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0177,OFRA,Orbicella,franksi,10/17/19,NA,BI,MOXIN ROCKS,3.3528,11,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,TOP,NA,BI178,NA,NA,Nassau
BI0178,OFRA,Orbicella,franksi,10/17/19,NA,BI,MOXIN ROCKS,3.3528,11,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,BOTTOM,NA,BI177,NA,NA,Nassau
BI0179,OFAV,Orbicella,faveolata,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0180,PAST,Porites,astreoides,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0181,PPOR,Porites,porites,10/17/19,NA,BI,MOXIN ROCKS,3.6576,12,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0182,PSTR,Pseudodiploria,strigosa,10/17/19,NA,BI,MOXIN ROCKS,3.9624,13,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0183,OFAV,Orbicella,faveolata,10/17/19,NA,BI,MOXIN ROCKS,4.2672,14,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
BI0184,AGAR,Agaricia,sp,10/17/19,NA,BI,MOXIN ROCKS,4.2672,14,NA,25.54516983,-79.28691101,NA,NA,KJS/BW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
